"Negocio ID","Nombre del negocio","Tipo de mercado","Probabilidad de Cierre","Consumo mensual","Etapa del negocio","Propietario del negocio","Subautopista","Fecha de creación","Última actividad","Fecha de cierre","Tiempo en la etapa actual","Fecha de la siguiente actividad","Costo de adquisición","Costo de instalación total","Costo Equipos","Costo de los intereses","Costo total","Costo Total Equipos + Intereses","Inversión del cliente","Tiene renting","Costo mensual renting","Payback Limite","Payback","Actualizar payback","Negocio ID"
"57447737389","UPSELLING - ORGANIZACION CARDENAS S.A.S","Regulado","Alto","22985","Análisis comercial (Sales MR)","Cristian Camilo Restrepo Pino","Upselling Inbound","2026-03-03 18:52","2026-05-28 14:47","2026-04-30 09:43","1442:29:22","(Sin valor)","2643275","566578.19","1151081.05312338","440173.39471438","3209853.19","1591254.44783776","0","No","33260.48703","8","(Sin valor)","(Sin valor)","57447737389"
"57452174518","La terraza cervecera ","Regulado","(Sin valor)","1077","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-03 23:38","(Sin valor)","(Sin valor)","2129:19:23","(Sin valor)","123855","473558.61","546184.46097941","208860.93787853","597413.61","755045.39885793","33526.49367168","Sí","15782","8","8.4756483","(Sin valor)","57452174518"
"57452191535","World Trade Center Cali P H ","No regulado","Medio","56000","Carta de intención (Sales MNR)","Simón Hernández Medina","KAM","2026-03-04 11:30","2026-05-29 13:00","2026-05-31 17:20","1271:53:10","(Sin valor)","3360000","1347139","546184.46097941","208860.93787853","4707139","755045.39885793","0","No","15782","15","2.92778049","(Sin valor)","57452191535"
"57452414092","LA UNICA CARTAGENA","Regulado","Medio","10920","Documentos para firma (Sales MR)","Alejandro Sánchez Jiménez","KAM","2026-03-03 16:09","2026-04-29 17:00","2026-04-30 12:48","1924:23:53","(Sin valor)","1255800","282644.83","1151081.05312338","440173.39471438","1538444.83","1591254.44783776","0","No","33260.48703","12","5.06347278","(Sin valor)","57452414092"
"57500346185","Intecom SAS","Regulado","Medio","3184.5","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-03 15:05","2026-05-26 19:00","2026-05-29 07:45","1902:09:57","(Sin valor)","366160","1300448.73","546184.46097941","208860.93787853","1666608.73","755045.39885793","0","Sí","15782","12","9.83229787","(Sin valor)","57500346185"
"57553845347","REYES DE LA CRUZ MARBEL LUZ ","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","(Sin valor)","2026-03-04 16:29","2026-05-28 09:13","2026-03-07 16:44","2112:27:42","(Sin valor)","298310","473558.61","(Sin valor)","208860.93787853","771868.61","(Sin valor)","0","Sí","15782","8","4.54660187","(Sin valor)","57553845347"
"57574130264","FABRICA DE BOLSAS DE PAPEL UNIBOL S.A.S.","No regulado","Bajo","(Sin valor)","Carta de intención (Sales MNR)","María Paula Pico Loaiza","Partnerships","2026-03-04 17:48","2026-05-29 17:00","2026-06-30 18:21","654:51:59","2026-06-01 17:00","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57574130264"
"57574524587","ALIANZAS INDUSTRIAS ALTA PUREZA","Regulado","Bajo","371494.5","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-05 12:43","2026-05-26 19:00","2026-05-22 07:45","1928:15:14","(Sin valor)","42721810","30217840","29910966.67347292","11437953.65593604","72939650","41348920.32940897","0","No","864277.38203","9","8.07857016","(Sin valor)","57574524587"
"57576919177","Estadero donde argel","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-04 18:51","2026-04-17 09:28","(Sin valor)","2110:06:11","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57576919177"
"57577847882","Estadero donde argel","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-04 19:01","2026-04-17 09:28","(Sin valor)","2109:55:46","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57577847882"
"57580264358","Tienda donde pepe","Regulado","(Sin valor)","1037","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-04 20:06","2026-04-17 09:28","2026-03-07 20:40","2108:51:19","(Sin valor)","119255","473558.61","546184.46097941","208860.93787853","592813.61","755045.39885793","49869.37635797","Sí","15782","8","8.73479924","(Sin valor)","57580264358"
"57585037327","BL3 S.A.S.","Regulado","Bajo","6042.5","Documentos para firma (Sales MR)","Andrés Toro García","Performance","2026-03-04 16:27","2026-05-27 19:00","2026-05-30 08:59","1781:17:11","(Sin valor)","694830","705000","546184.46097941","208860.93787853","1399830","755045.39885793","0","Sí","15782","12","6.08384416","(Sin valor)","57585037327"
"57592154896","CONDOMINIO PUEBLITO ACUARELA MERCADO CAMPESINO","Regulado","Bajo","21330","Reunión agendada (Sales MR)","Juan Pablo Blanco Lugo","IA","2026-03-05 11:08","2026-05-22 10:30","2026-06-30 07:20","2093:49:10","2026-06-05 09:00","2452950","3848614","1151081.05312338","440173.39471438","6301564","1591254.44783776","0","No","33260.48703","9","7.36974318","(Sin valor)","57592154896"
"57601633067","UNIVERSIDAD SERGIO ARBOLEDA ","No regulado","(Sin valor)","(Sin valor)","Reunión efectiva (Sales MNR)","Alejandro Sánchez Jiménez","KAM","2026-03-05 12:29","2026-03-05 16:38","(Sin valor)","2066:29:59","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57601633067"
"57601638232","Sifrinas","Regulado","(Sin valor)","1065","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-02-10 15:36","2026-04-30 09:05","2026-03-17 14:22","2090:29:29","(Sin valor)","122475","473558.61","546184.46097941","208860.93787853","596033.61","755045.39885793","0","Sí","15782","9","8.55134958","(Sin valor)","57601638232"
"57601810483","Upselling - INDUSTRIA NACIONAL DE GASEOSAS S.A.","Regulado","Alto","12399","Reunión efectiva (Sales MR)","Susan Vargas Chamorro","Upselling Inbound","2026-03-05 17:44","2026-05-22 14:51","2026-05-29 08:03","1442:29:23","(Sin valor)","1425885","5185049.25","22058387.05312338","8435127.20911438","6610934.25","30493514.26223776","22517353.56329936","No","637377.0939","12","49.2627817","(Sin valor)","57601810483"
"57601825305","El Rancho Currambero ","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-06 09:24","2026-04-17 09:28","(Sin valor)","2071:33:08","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57601825305"
"57625452074","GRUPO MIS SOCIEDAD POR ACCIONES SIMPLIFICADA","Regulado","(Sin valor)","(Sin valor)","Reunión efectiva (Sales MR)","Silvia Cuevas","KAM","2026-03-05 14:54","(Sin valor)","(Sin valor)","1968:40:14","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57625452074"
"57660392377","Restaurante Tipico Gourmet ","Regulado","Bajo","1994.5","Análisis comercial (Sales MR)","Juan Pablo Blanco Lugo","(Sin valor)","2026-03-06 10:29","2026-05-27 10:00","2026-06-18 07:20","578:10:09","(Sin valor)","229310","1119537","546184.46097941","208860.93787853","1348847","755045.39885793","213909.16485891","Sí","15782","9","10.69628893","(Sin valor)","57660392377"
"57668870951","pruebasnti","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Santiago Jose Salazar Astaiza","Performance","2026-03-06 11:28","(Sin valor)","(Sin valor)","2069:29:19","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57668870951"
"57668939851","Upselling - GASTRONOMÍA ITALIANA EN COLOMBIA S.A.S.","Regulado","Alto","108253.5","Documentos para firma (Sales MR)","Silvia Milena Uribe Gutierrez","KAM","2026-03-06 14:31","2026-05-29 17:45","2026-05-31 09:16","984:24:48","2026-06-05 17:45","14126255","32819781","44358365.60166119","8585749.97197689","46946036","28691725.15660149","40151890.16110221","No","648758.48703","9","17.65828966","(Sin valor)","57668939851"
"57737596426","GRUPO EMPRESARIAL JASBE S A S","No regulado","Bajo","(Sin valor)","Carta de intención (Sales MNR)","María Paula Pico Loaiza","Referido interno","2026-03-06 17:35","2026-05-30 17:00","2026-06-30 16:49","1946:40:06","2026-05-31 17:00","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","No","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57737596426"
"57818996490","La Coqueta","Regulado","Bajo","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-09 08:56","2026-04-21 08:00","2026-05-31 19:34","2000:00:32","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57818996490"
"57830311468","sunshine nuevas","Regulado","Bajo","165761","Reunión agendada (Sales MR)","María Paula Pico Loaiza","KAM","2026-03-09 16:39","2026-05-08 09:15","(Sin valor)","1992:18:02","(Sin valor)","19062515","44374722","5461844.60979408","2088609.37878526","20993672","1510090.79771587","0","No","157820","6","3.305","(Sin valor)","57830311468"
"57830763391","HERENCIA ROOFTOP SAS ","Regulado","Medio","2946.5","Documentos para firma (Sales MR)","Daniela Dueñas Camacho","KAM","2026-03-09 20:51","2026-05-19 17:04","2026-06-30 17:09","1629:45:03","2026-06-01 17:00","338790","1276189","546184.46097941","208860.93787853","1614979","755045.39885793","373242.0033637","Sí","15782","6","7.80348337","(Sin valor)","57830763391"
"57856053937","Grupo Gradezco ","No regulado","Medio","400000","Carta de intención (Sales MNR)","Simón Hernández Medina","KAM","2026-03-11 09:35","2026-05-29 15:00","2026-06-30 14:35","1568:37:42","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","No","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57856053937"
"57856096951","LUBRYCO & CIA - S.A.S ","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Silvia Cuevas","KAM","2026-03-10 17:09","(Sin valor)","(Sin valor)","1967:47:42","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57856096951"
"57865149023","Ecolaminados ","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Silvia Cuevas","KAM","2026-03-10 11:12","(Sin valor)","(Sin valor)","1973:45:12","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57865149023"
"57865272471","SUCROAGRO  S.A.S. ","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Silvia Cuevas","KAM","2026-03-10 11:09","2026-05-22 09:05","(Sin valor)","1973:47:25","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57865272471"
"57865530132","Niku Cartagena","Regulado","Alto","36135","Análisis comercial (Sales MR)","Alejandro Sánchez Jiménez","KAM","2026-03-10 17:55","2026-04-29 17:00","2026-05-29 16:24","1902:08:48","(Sin valor)","4155525","6104506","13066648.10624675","4556512.84111438","10260031","16472079.89423776","244801.26778065","Sí","344300.31","6","6.14665741","(Sin valor)","57865530132"
"57887472435","Restaurante y estadero la cucharita","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-10 15:41","(Sin valor)","(Sin valor)","1969:16:16","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57887472435"
"57892610091","Ingrith Katerine Pintor Baquero","Regulado","Medio","2508","Análisis comercial (Sales MR)","Daniela Dueñas Camacho","Awareness","2026-03-11 09:16","2026-05-19 17:00","2026-04-30 08:26","1901:44:47","2026-06-01 17:00","288305","1410000","1092368.92195882","417721.87575705","1698305","1510090.79771587","552654.69500377","Sí","31564","12","17.78872655","(Sin valor)","57892610091"
"57892851063","QUALA S A","No regulado","Bajo","1825000","Carta de intención (Sales MNR)","Alexandra Murillo Fagua","KAM","2026-03-10 14:43","2026-05-27 17:45","2026-07-31 15:30","1748:36:27","2026-06-04 18:00","109500000","16167240","36889954.10624675","14106718.45022876","125667240","50996672.55647551","0","No","1065935.2239","15","3.21976198","(Sin valor)","57892851063"
"57899437924","ASOCIACION DE COPROPIETARIOS DEL CENTRO COMERCIAL SAN ANDRESITO PRIMERA ETAPA","Regulado","Bajo","25650","Análisis comercial (Sales MR)","Andrés Toro García","Bia Network","2026-03-11 12:24","2026-05-26 19:00","2026-05-15 14:46","1831:54:05","(Sin valor)","2949750","2495838.02","1151081.05312338","440173.39471438","5445588.02","1591254.44783776","0","No","33260.48703","9","4.83094132","(Sin valor)","57899437924"
"57911087224","Tienda y estadero el baraton","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-10 14:15","(Sin valor)","(Sin valor)","1970:42:14","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57911087224"
"57939167750","Farmfood","Regulado","Bajo","5131.5","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-12 08:55","2026-05-26 19:00","2026-04-30 08:26","816:20:42","(Sin valor)","590065","1737828.17","1638553.38293822","208860.93787853","2327893.17","755045.39885793","0","Sí","15782","12","11.7446389","(Sin valor)","57939167750"
"57940103254","CABAÑAS RIO MAYO","Regulado","Alto","5446","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-12 09:37","2026-05-22 07:00","2026-05-29 17:42","1827:14:17","(Sin valor)","626175","1387633.96","1092368.92195882","417721.87575705","2013808.96","1510090.79771587","0","No","31564","12","7.97073657","(Sin valor)","57940103254"
"57941026312","TRILLOS CALDERON HOLDING SAS ","Regulado","Bajo","11696.5","Análisis comercial (Sales MR)","Silvia Milena Uribe Gutierrez","Bia Network","2026-03-12 08:27","2026-05-26 15:02","2026-06-30 15:03","1902:10:58","2026-06-12 17:45","1345040","2542670","1151081.05312338","440173.39471438","3887710","1591254.44783776","193675.04376035","No","33260.48703","9","9.32979753","(Sin valor)","57941026312"
"57941071225","MEDIPIEL","Regulado","Bajo","2567","Reunión efectiva (Sales MR)","Sebastian Mazorra Gomez","Bia Network","2026-03-11 15:20","2026-05-08 09:13","2026-06-23 08:04","1925:57:08","2026-06-06 08:00","295205","1276189","546184.46097941","208860.93787853","1571394","755045.39885793","854102.17918267","Sí","15782","6","13.14439079","(Sin valor)","57941071225"
"57941167207","Barberia Junglababershop","Regulado","Medio","1433.5","Reunión efectiva (Sales MR)","Hector Steffan Camargo Rua","(Sin valor)","2026-03-12 15:25","2026-05-27 10:03","2026-04-08 18:40","1918:23:44","(Sin valor)","164795","473558.61","546184.46097941","208860.93787853","638353.61","755045.39885793","75644.53082279","Sí","15782","6","6.80657519","(Sin valor)","57941167207"
"57943527982","Dgala","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-12 11:29","(Sin valor)","(Sin valor)","1925:27:57","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57943527982"
"57945454671","JARDIN EXOTICS S.A.S.","Regulado","Bajo","60022.5","Análisis comercial (Sales MR)","Juan Pablo Blanco Lugo","BDR","2026-03-12 10:53","2026-05-27 10:00","2026-05-15 14:56","1728:32:08","(Sin valor)","6902530","10285350","23831134.10624675","9113025.68222876","17187880","32944159.78847551","0","Sí","688600.62","12","7.83728676","(Sin valor)","57945454671"
"57947192241","24/7 STOP S.A.S. ZOMAC","Regulado","Bajo","7378.5","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-12 15:45","2026-05-26 19:00","2026-05-22 07:45","1751:34:35","(Sin valor)","848470","3380605.28","1092368.92195882","417721.87575705","4229075.28","1510090.79771587","283560.27967691","Sí","31564","15","16.07803524","(Sin valor)","57947192241"
"57955635635","CORPORACION DE ABASTOS DE BOGOTA S A","Regulado","Bajo","1131134.5","Reunión agendada (Sales MR)","Andrés Toro García","Performance","2026-03-12 09:42","2026-05-28 19:00","2026-05-29 09:11","1927:14:55","(Sin valor)","130080410","2892233.43","30504906.15937013","11665076.11534314","132972643.42999999","42169982.27471327","0","No","881439.263475","9","3.51921983","(Sin valor)","57955635635"
"57958650731","Delicias del mar los amigos","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-12 13:48","2026-05-20 09:31","(Sin valor)","1923:09:17","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57958650731"
"57980005667","NATIVO FOODS COMPANY S.A.S. SIGLA NATIVO FOODS CO ","No regulado","Medio","120000","Carta de intención (Sales MNR)","Simón Hernández Medina","KAM","2026-03-15 20:20","2026-05-28 16:30","2026-05-31 17:19","1832:21:58","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","No","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57980005667"
"57980199217","Materiales EMO ","No regulado","Bajo","1500000","Carta de intención (Sales MNR)","Simón Hernández Medina","IA","2026-03-16 07:40","2026-05-26 14:00","2026-06-30 14:31","1757:15:42","2026-06-02 14:30","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","No","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57980199217"
"57984000157","TAUSSIG CONDITA S.A.S","No regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MNR)","Alejandro Sánchez Jiménez","IA","2026-03-13 09:14","(Sin valor)","(Sin valor)","1903:42:50","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57984000157"
"57986962228","CERÁMICAS Y MATERIALES CASTELLÓN S.A.S.","No regulado","(Sin valor)","(Sin valor)","Reunión efectiva (Sales MNR)","Alejandro Sánchez Jiménez","Performance","2026-03-13 10:56","2026-04-10 09:14","(Sin valor)","1298:03:17","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57986962228"
"57994564174","Tienda las palmas","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-13 10:14","(Sin valor)","(Sin valor)","1902:42:37","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","57994564174"
"58022474145","Funeraria la hispana","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-16 07:46","2026-05-27 10:00","(Sin valor)","1833:11:18","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","58022474145"
"58022551632","SERVISION DE COLOMBIA","Regulado","Won","5685.5","Documentos firmados (Sales MR)","Juan Pablo Blanco Lugo","Awareness","2026-03-16 07:42","2026-05-28 10:00","2026-05-29 00:16","64:41:17","2026-06-01 08:00","653775","2115000","2184737.84391763","626582.81363558","2768775","2265136.1965738","170840.42325345","Sí","47346","12","12.78912113","(Sin valor)","58022551632"
"58025327912","Bufalabella S.A.S ","Regulado","Bajo","23895.5","Análisis comercial (Sales MR)","Sebastian Mazorra Gomez","Bia Network","2026-03-17 17:07","2026-05-28 08:00","2026-05-08 10:39","1632:27:25","(Sin valor)","2747925","1392240","546184.46097941","208860.93787853","4140165","755045.39885793","0","No","15782","6","5.37957334","(Sin valor)","58025327912"
"58047249021","POBLADO HOTELES S.A","No regulado","Bajo","(Sin valor)","Análisis comercial (Sales MNR)","Alexandra Murillo Fagua","Performance","2026-03-17 17:34","2026-05-28 08:00","2026-07-31 10:12","455:37:27","2026-06-01 08:00","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","Sí","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","58047249021"
"58047421848","Rojas Hermanos","Regulado","Medio","21560","Análisis comercial (Sales MR)","Daniela Dueñas Camacho","Performance","2026-03-16 12:24","2026-05-30 17:00","2026-06-30 17:09","1749:50:57","2026-06-03 17:00","2479400","15967617","13066648.10624675","4996686.23582876","18447017","18063334.34207552","9509704.89460264","Sí","377560.79703","12","23.58248612","(Sin valor)","58047421848"
"58051121797","Gráficas navarro","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-17 11:25","2026-05-14 10:34","(Sin valor)","1805:31:31","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","58051121797"
"58058940679","Ejemplo Juancho 1","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-16 17:17","(Sin valor)","(Sin valor)","1823:40:21","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","58058940679"
"58060899336","El baquedero","Regulado","(Sin valor)","(Sin valor)","Reunión agendada (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-17 14:33","(Sin valor)","(Sin valor)","1802:24:15","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","(Sin valor)","58060899336"
"58069169480","Hotel costa caribe","Regulado","Bajo","5939.5","Reunión efectiva (Sales MR)","Juan Pablo Blanco Lugo","D2D","2026-03-17 11:05","2026-05-27 10:00","2026-06-26 18:06","1009:14:15","(Sin valor)","682985","2239074","1092368.92195882","417721.87575705","2922059","1510090.79771587","0","Sí","31564","9","7.77985037","(Sin valor)","58069169480"
"58069230935","Colegio Colombo Inglés","Regulado","Bajo","12980","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-16 14:16","2026-05-26 19:15","2026-05-15 07:44","1470:48:49","(Sin valor)","1492700","8383025.43","11915567.05312338","4556512.84111438","9875725.43","16472079.89423776","2299366.36298198","Sí","344300.31","12","15.64190716","(Sin valor)","58069230935"
"58098344469","Autogermana","Regulado","Bajo","47165","Análisis comercial (Sales MR)","Silvia Milena Uribe Gutierrez","Referido interno","2026-03-17 17:29","2026-05-29 17:45","2026-05-30 08:10","1222:24:13","2026-06-01 17:45","5423975","15055708","14217729.15937013","5436859.63054314","20479683","19654588.78991327","6614018.85231781","No","410821.28406","18","21.55165397","(Sin valor)","58098344469"
"58134596414","Materiales EMO MR","Regulado","(Sin valor)","25329","Reunión efectiva (Sales MR)","Simón Hernández Medina","KAM","2026-03-18 13:47","2026-05-26 15:30","(Sin valor)","584:27:22","2026-06-01 16:15","2912835","10801512.17","23831134.10624675","9113025.68222876","13714347.17","32944159.78847551","24673541.06611783","No","688600.62","12","35.00216502","(Sin valor)","58134596414"
"58136110862","YILCOQUE S.A.S. - 2026","Regulado","Medio","38053.5","Análisis comercial (Sales MR)","Andrés Toro García","KAM","2026-03-19 08:32","2026-05-26 19:00","2026-05-29 15:38","1632:12:13","(Sin valor)","4376095","13288377.1","1475134.10624676","564091.28222876","17664472.1","2039225.38847551","0","No","42624","9","8.97375851","(Sin valor)","58136110862"
"58136167812","CADENA COMERCIAL OXXO COLOMBIA S A S 2","Regulado","Bajo","667220","Reunión efectiva (Sales MR)","Sebastian Mazorra Gomez","KAM","2026-03-19 06:18","2026-05-22 08:00","2026-05-15 12:20","1160:47:01","2026-06-01 18:00","76728805","56387985.90999995","78079532.13670185","29857613.08907481","133116790.90999997","107937145.22577664","0","No","2256108.08109","9","8.56368948","(Sin valor)","58136167812"
"58136190229","Dely loco ","Regulado","Bajo","1767","Análisis comercial (Sales MR)","Juan Pablo Blanco Lugo","(Sin valor)","2026-03-10 09:16","2026-05-27 10:00","2026-05-30 14:29","1752:54:08","(Sin valor)","203205","1241897","546184.46097941","208860.93787853","1445102","755045.39885793","439367.21830777","Sí","15782","9","12.9317572","(Sin valor)","58136190229"
"58139323513","INVERSIONES PIRANGUATA SAS","Regulado","Medio","26280.5","Análisis comercial (Sales MR)","Andrés Toro García","Awareness","2026-03-18 11:03","2026-05-26 19:00","2026-06-01 07:44","1144:39:40","(Sin valor)","3022085","1109368.05","2730922.30489704","0","4131453.05","0","0","No","78910","12","4.20407432","(Sin valor)","58139323513"
"58158190632","Tienda la clave del éxito","Regulado","Won","880.5","Documentos para firma (Sales MR)","Hector Steffan Camargo Rua","D2D","2026-03-19 16:01","(Sin valor)","2026-03-24 00:18","1479:42:14","(Sin valor)","101200","473558.61","546184.46097941","208860.93787853","574758.61","755045.39885793","77229.49658444","Sí","15782","9","10.39703477","No","58158190632"
"58164705423","CENTRO OFTALMOLOGICO DEL LLANO","Regulado","Bajo","6432.5","Análisis comercial (Sales MR)","Juan Pablo Blanco Lugo","Referrals","2026-03-19 15:08","2026-05-27 10:00","2026-05-30 07:19","1130:04:43","(Sin valor)","739680","7924740","1638553.38293822","626582.81363558","8664420","2265136.1965738","5377574.82824245","Sí","47346","9","23.72481085","(Sin valor)","58164705423"
